,CodProduto,CodCor,CodTamanho,CodEstado,DataVenda,Vendedor,QtdeVendida,NomeEstado,Sigla,Capital,PercImposto,CodRegiao,CodVend,NomeVendedor,DescricaoCor,NomeRegiao,DescricaoTamanho,idProduto,DescricaoProduto,CodGrupo,CodDepto,PrecoUnitario,DescricaoGrupo,DescricaoDepto
5396,1704,1,3,25,2020-03-05,4,149,São Paulo,SP,São Paulo,"0,130",4,4,Patricia,Azul,Sudeste,Grande,1704,PRODUTO que contem código 1704,14,1,475,Grupo 14,Artigos Esportivos
5397,1704,4,4,27,2020-10-17,1,20,Tocantins,TO,Palmas,"0,150",2,1,Marcelo,Vermelho,Norte,Extra Grande,1704,PRODUTO que contem código 1704,14,1,475,Grupo 14,Artigos Esportivos
5398,1113,8,1,17,2020-11-25,5,95,Pernambuco,PE,Recife,"0,100",1,5,Igor,Marron,Nordeste,Pequeno,1113,PRODUTO que contem código 1113,14,1,408,Grupo 14,Artigos Esportivos
5399,1113,10,2,26,2021-07-19,4,180,Sergipe,SE,Aracaju,"0,180",1,4,Patricia,Transparente,Nordeste,Médio,1113,PRODUTO que contem código 1113,14,1,408,Grupo 14,Artigos Esportivos
5400,1113,10,2,17,2021-11-17,5,188,Pernambuco,PE,Recife,"0,100",1,5,Igor,Transparente,Nordeste,Médio,1113,PRODUTO que contem código 1113,14,1,408,Grupo 14,Artigos Esportivos
5401,1113,3,2,7,2021-08-27,4,31,Distrito Federal,DF,Brasília,"0,120",3,4,Patricia,Amarelo,Centro Oeste,Médio,1113,PRODUTO que contem código 1113,14,1,408,Grupo 14,Artigos Esportivos
5402,1113,5,4,16,2021-07-11,2,138,Paraná,PR,Curitiba,"0,090",5,2,João,Preto,Sul,Extra Grande,1113,PRODUTO que contem código 1113,14,1,408,Grupo 14,Artigos Esportivos
5403,529,10,1,18,2021-04-16,2,180,Piauí,PI,Teresina,"0,160",1,2,João,Transparente,Nordeste,Pequeno,529,PRODUTO que contem código 529,14,1,541,Grupo 14,Artigos Esportivos
5404,529,3,3,22,2021-04-29,3,160,Rondônia,RO,Porto Velho,"0,130",2,3,Carla,Amarelo,Norte,Grande,529,PRODUTO que contem código 529,14,1,541,Grupo 14,Artigos Esportivos
5405,529,10,4,1,2022-02-01,5,30,Acre,AC,Rio Branco,"0,120",2,5,Igor,Transparente,Norte,Extra Grande,529,PRODUTO que contem código 529,14,1,541,Grupo 14,Artigos Esportivos
5406,529,3,4,27,2021-03-24,3,154,Tocantins,TO,Palmas,"0,150",2,3,Carla,Amarelo,Norte,Extra Grande,529,PRODUTO que contem código 529,14,1,541,Grupo 14,Artigos Esportivos
5407,529,2,4,5,2020-01-02,4,197,Bahia,BA,Salvador,"0,150",1,4,Patricia,Verde,Nordeste,Extra Grande,529,PRODUTO que contem código 529,14,1,541,Grupo 14,Artigos Esportivos
5408,529,3,4,18,2020-02-16,4,99,Piauí,PI,Teresina,"0,160",1,4,Patricia,Amarelo,Nordeste,Extra Grande,529,PRODUTO que contem código 529,14,1,541,Grupo 14,Artigos Esportivos
5409,2230,10,1,5,2020-04-28,5,45,Bahia,BA,Salvador,"0,150",1,5,Igor,Transparente,Nordeste,Pequeno,2230,PRODUTO que contem código 2230,14,1,23,Grupo 14,Artigos Esportivos
5410,2230,2,3,14,2022-01-31,2,173,Pará,PA,Belém,"0,100",2,2,João,Verde,Norte,Grande,2230,PRODUTO que contem código 2230,14,1,23,Grupo 14,Artigos Esportivos
5411,2230,8,4,7,2021-09-08,2,33,Distrito Federal,DF,Brasília,"0,120",3,2,João,Marron,Centro Oeste,Extra Grande,2230,PRODUTO que contem código 2230,14,1,23,Grupo 14,Artigos Esportivos
5412,2230,4,4,24,2021-06-09,2,15,Santa Catarina,SC,Florianópolis,"0,130",5,2,João,Vermelho,Sul,Extra Grande,2230,PRODUTO que contem código 2230,14,1,23,Grupo 14,Artigos Esportivos
5413,2230,4,4,16,2021-04-03,3,85,Paraná,PR,Curitiba,"0,090",5,3,Carla,Vermelho,Sul,Extra Grande,2230,PRODUTO que contem código 2230,14,1,23,Grupo 14,Artigos Esportivos
5414,2668,5,1,18,2020-07-17,4,89,Piauí,PI,Teresina,"0,160",1,4,Patricia,Preto,Nordeste,Pequeno,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5415,2668,1,1,5,2022-03-26,4,77,Bahia,BA,Salvador,"0,150",1,4,Patricia,Azul,Nordeste,Pequeno,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5416,2668,1,2,3,2021-08-21,5,108,Amapá,AP,Macapá,"0,130",2,5,Igor,Azul,Norte,Médio,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5417,2668,10,2,11,2020-10-07,3,177,Mato Grosso,MT,Cuiabá,"0,170",3,3,Carla,Transparente,Centro Oeste,Médio,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5418,2668,8,3,8,2020-07-01,2,108,Espírito Santo,ES,Vitória,"0,120",4,2,João,Marron,Sudeste,Grande,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5419,2668,10,4,6,2022-05-23,4,119,Ceará,CE,Fortaleza,"0,130",1,4,Patricia,Transparente,Nordeste,Extra Grande,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5420,2668,10,4,7,2020-12-01,3,36,Distrito Federal,DF,Brasília,"0,120",3,3,Carla,Transparente,Centro Oeste,Extra Grande,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5421,2668,6,4,7,2022-01-07,3,142,Distrito Federal,DF,Brasília,"0,120",3,3,Carla,Branco,Centro Oeste,Extra Grande,2668,PRODUTO que contem código 2668,14,1,264,Grupo 14,Artigos Esportivos
5422,2283,5,1,10,2021-05-29,5,148,Maranhão,MA,São Luís,"0,090",1,5,Igor,Preto,Nordeste,Pequeno,2283,PRODUTO que contem código 2283,14,1,371,Grupo 14,Artigos Esportivos
5423,2283,1,2,18,2020-07-25,5,141,Piauí,PI,Teresina,"0,160",1,5,Igor,Azul,Nordeste,Médio,2283,PRODUTO que contem código 2283,14,1,371,Grupo 14,Artigos Esportivos
5424,2283,3,2,18,2020-10-28,3,17,Piauí,PI,Teresina,"0,160",1,3,Carla,Amarelo,Nordeste,Médio,2283,PRODUTO que contem código 2283,14,1,371,Grupo 14,Artigos Esportivos
5425,707,1,1,18,2022-07-19,2,43,Piauí,PI,Teresina,"0,160",1,2,João,Azul,Nordeste,Pequeno,707,PRODUTO que contem código 707,14,1,468,Grupo 14,Artigos Esportivos
5426,707,6,4,1,2021-05-30,3,174,Acre,AC,Rio Branco,"0,120",2,3,Carla,Branco,Norte,Extra Grande,707,PRODUTO que contem código 707,14,1,468,Grupo 14,Artigos Esportivos
5427,707,9,4,1,2022-03-26,3,194,Acre,AC,Rio Branco,"0,120",2,3,Carla,Laranja,Norte,Extra Grande,707,PRODUTO que contem código 707,14,1,468,Grupo 14,Artigos Esportivos
5428,707,8,4,21,2021-06-11,1,96,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,1,Marcelo,Marron,Sul,Extra Grande,707,PRODUTO que contem código 707,14,1,468,Grupo 14,Artigos Esportivos
5429,707,2,4,25,2021-05-05,3,133,São Paulo,SP,São Paulo,"0,130",4,3,Carla,Verde,Sudeste,Extra Grande,707,PRODUTO que contem código 707,14,1,468,Grupo 14,Artigos Esportivos
5430,1154,8,1,9,2022-04-20,2,99,Goiás,GO,Goiânia,"0,110",3,2,João,Marron,Centro Oeste,Pequeno,1154,PRODUTO que contem código 1154,14,1,690,Grupo 14,Artigos Esportivos
5431,1154,3,2,12,2020-12-21,1,101,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,1,Marcelo,Amarelo,Centro Oeste,Médio,1154,PRODUTO que contem código 1154,14,1,690,Grupo 14,Artigos Esportivos
5432,1154,7,2,8,2021-12-29,2,24,Espírito Santo,ES,Vitória,"0,120",4,2,João,Cinza,Sudeste,Médio,1154,PRODUTO que contem código 1154,14,1,690,Grupo 14,Artigos Esportivos
5433,1154,8,3,19,2020-11-30,2,58,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,2,João,Marron,Sudeste,Grande,1154,PRODUTO que contem código 1154,14,1,690,Grupo 14,Artigos Esportivos
5434,1154,5,4,22,2021-12-09,4,76,Rondônia,RO,Porto Velho,"0,130",2,4,Patricia,Preto,Norte,Extra Grande,1154,PRODUTO que contem código 1154,14,1,690,Grupo 14,Artigos Esportivos
5435,1854,8,1,9,2021-02-03,3,172,Goiás,GO,Goiânia,"0,110",3,3,Carla,Marron,Centro Oeste,Pequeno,1854,PRODUTO que contem código 1854,14,1,235,Grupo 14,Artigos Esportivos
5436,1854,3,1,13,2020-08-02,2,23,Minas Gerais,MG,Belo Horizonte,"0,120",4,2,João,Amarelo,Sudeste,Pequeno,1854,PRODUTO que contem código 1854,14,1,235,Grupo 14,Artigos Esportivos
5437,1854,4,2,24,2020-11-09,2,122,Santa Catarina,SC,Florianópolis,"0,130",5,2,João,Vermelho,Sul,Médio,1854,PRODUTO que contem código 1854,14,1,235,Grupo 14,Artigos Esportivos
5438,1854,8,3,1,2021-12-13,4,186,Acre,AC,Rio Branco,"0,120",2,4,Patricia,Marron,Norte,Grande,1854,PRODUTO que contem código 1854,14,1,235,Grupo 14,Artigos Esportivos
5439,1854,7,4,14,2020-03-20,5,68,Pará,PA,Belém,"0,100",2,5,Igor,Cinza,Norte,Extra Grande,1854,PRODUTO que contem código 1854,14,1,235,Grupo 14,Artigos Esportivos
5440,1854,9,4,21,2020-06-12,2,155,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,2,João,Laranja,Sul,Extra Grande,1854,PRODUTO que contem código 1854,14,1,235,Grupo 14,Artigos Esportivos
5441,2716,5,1,9,2021-02-04,2,149,Goiás,GO,Goiânia,"0,110",3,2,João,Preto,Centro Oeste,Pequeno,2716,PRODUTO que contem código 2716,14,1,705,Grupo 14,Artigos Esportivos
5442,2716,4,1,24,2020-01-15,3,4,Santa Catarina,SC,Florianópolis,"0,130",5,3,Carla,Vermelho,Sul,Pequeno,2716,PRODUTO que contem código 2716,14,1,705,Grupo 14,Artigos Esportivos
5443,2716,2,2,3,2022-06-21,5,179,Amapá,AP,Macapá,"0,130",2,5,Igor,Verde,Norte,Médio,2716,PRODUTO que contem código 2716,14,1,705,Grupo 14,Artigos Esportivos
5444,2716,6,4,1,2020-06-16,5,160,Acre,AC,Rio Branco,"0,120",2,5,Igor,Branco,Norte,Extra Grande,2716,PRODUTO que contem código 2716,14,1,705,Grupo 14,Artigos Esportivos
5445,1663,7,1,16,2020-07-11,5,133,Paraná,PR,Curitiba,"0,090",5,5,Igor,Cinza,Sul,Pequeno,1663,PRODUTO que contem código 1663,14,1,664,Grupo 14,Artigos Esportivos
5446,1663,1,2,23,2020-06-19,1,24,Roraima,RR,Boa Vista,"0,110",2,1,Marcelo,Azul,Norte,Médio,1663,PRODUTO que contem código 1663,14,1,664,Grupo 14,Artigos Esportivos
5447,1663,3,2,8,2021-06-30,2,15,Espírito Santo,ES,Vitória,"0,120",4,2,João,Amarelo,Sudeste,Médio,1663,PRODUTO que contem código 1663,14,1,664,Grupo 14,Artigos Esportivos
5448,1663,3,3,4,2020-01-05,5,44,Amazonas,AM,Manaus,"0,080",2,5,Igor,Amarelo,Norte,Grande,1663,PRODUTO que contem código 1663,14,1,664,Grupo 14,Artigos Esportivos
5449,1663,5,3,26,2020-10-07,2,75,Sergipe,SE,Aracaju,"0,180",1,2,João,Preto,Nordeste,Grande,1663,PRODUTO que contem código 1663,14,1,664,Grupo 14,Artigos Esportivos
5450,2330,8,1,21,2021-03-25,1,30,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,1,Marcelo,Marron,Sul,Pequeno,2330,PRODUTO que contem código 2330,14,1,636,Grupo 14,Artigos Esportivos
5451,2330,9,1,24,2022-06-12,5,157,Santa Catarina,SC,Florianópolis,"0,130",5,5,Igor,Laranja,Sul,Pequeno,2330,PRODUTO que contem código 2330,14,1,636,Grupo 14,Artigos Esportivos
5452,2330,1,2,11,2020-05-05,1,5,Mato Grosso,MT,Cuiabá,"0,170",3,1,Marcelo,Azul,Centro Oeste,Médio,2330,PRODUTO que contem código 2330,14,1,636,Grupo 14,Artigos Esportivos
5453,2330,2,3,1,2021-11-17,4,30,Acre,AC,Rio Branco,"0,120",2,4,Patricia,Verde,Norte,Grande,2330,PRODUTO que contem código 2330,14,1,636,Grupo 14,Artigos Esportivos
5454,419,2,1,8,2020-07-24,4,128,Espírito Santo,ES,Vitória,"0,120",4,4,Patricia,Verde,Sudeste,Pequeno,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5455,419,3,2,3,2020-11-29,5,127,Amapá,AP,Macapá,"0,130",2,5,Igor,Amarelo,Norte,Médio,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5456,419,1,2,7,2022-04-10,1,130,Distrito Federal,DF,Brasília,"0,120",3,1,Marcelo,Azul,Centro Oeste,Médio,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5457,419,4,3,15,2021-12-26,2,31,Paraíba,PB,João Pessoa,"0,090",1,2,João,Vermelho,Nordeste,Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5458,419,4,3,6,2021-04-08,2,144,Ceará,CE,Fortaleza,"0,130",1,2,João,Vermelho,Nordeste,Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5459,419,5,3,16,2020-10-19,5,41,Paraná,PR,Curitiba,"0,090",5,5,Igor,Preto,Sul,Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5460,419,9,3,19,2022-01-13,4,152,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,4,Patricia,Laranja,Sudeste,Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5461,419,7,4,22,2021-03-23,4,112,Rondônia,RO,Porto Velho,"0,130",2,4,Patricia,Cinza,Norte,Extra Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5462,419,7,4,2,2022-06-26,2,42,Alagoas,AL,Maceió,"0,090",1,2,João,Cinza,Nordeste,Extra Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5463,419,8,4,18,2022-04-08,4,57,Piauí,PI,Teresina,"0,160",1,4,Patricia,Marron,Nordeste,Extra Grande,419,PRODUTO que contem código 419,14,1,404,Grupo 14,Artigos Esportivos
5464,2811,10,1,25,2021-12-25,4,146,São Paulo,SP,São Paulo,"0,130",4,4,Patricia,Transparente,Sudeste,Pequeno,2811,PRODUTO que contem código 2811,14,1,595,Grupo 14,Artigos Esportivos
5465,2811,1,1,19,2020-02-27,3,125,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,3,Carla,Azul,Sudeste,Pequeno,2811,PRODUTO que contem código 2811,14,1,595,Grupo 14,Artigos Esportivos
5466,2811,3,1,19,2021-03-23,2,86,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,2,João,Amarelo,Sudeste,Pequeno,2811,PRODUTO que contem código 2811,14,1,595,Grupo 14,Artigos Esportivos
5467,2811,7,3,15,2021-09-01,3,59,Paraíba,PB,João Pessoa,"0,090",1,3,Carla,Cinza,Nordeste,Grande,2811,PRODUTO que contem código 2811,14,1,595,Grupo 14,Artigos Esportivos
5468,2811,3,3,10,2020-01-02,2,55,Maranhão,MA,São Luís,"0,090",1,2,João,Amarelo,Nordeste,Grande,2811,PRODUTO que contem código 2811,14,1,595,Grupo 14,Artigos Esportivos
5469,2811,3,3,9,2021-11-06,4,141,Goiás,GO,Goiânia,"0,110",3,4,Patricia,Amarelo,Centro Oeste,Grande,2811,PRODUTO que contem código 2811,14,1,595,Grupo 14,Artigos Esportivos
5470,1075,5,1,19,2022-07-22,3,6,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,3,Carla,Preto,Sudeste,Pequeno,1075,PRODUTO que contem código 1075,14,1,393,Grupo 14,Artigos Esportivos
5471,1075,2,2,22,2022-07-01,4,82,Rondônia,RO,Porto Velho,"0,130",2,4,Patricia,Verde,Norte,Médio,1075,PRODUTO que contem código 1075,14,1,393,Grupo 14,Artigos Esportivos
5472,1075,3,2,27,2021-12-31,4,2,Tocantins,TO,Palmas,"0,150",2,4,Patricia,Amarelo,Norte,Médio,1075,PRODUTO que contem código 1075,14,1,393,Grupo 14,Artigos Esportivos
5473,1075,2,2,16,2022-08-05,1,89,Paraná,PR,Curitiba,"0,090",5,1,Marcelo,Verde,Sul,Médio,1075,PRODUTO que contem código 1075,14,1,393,Grupo 14,Artigos Esportivos
5474,1075,7,3,6,2020-09-01,1,138,Ceará,CE,Fortaleza,"0,130",1,1,Marcelo,Cinza,Nordeste,Grande,1075,PRODUTO que contem código 1075,14,1,393,Grupo 14,Artigos Esportivos
5475,1075,10,3,8,2020-06-12,2,159,Espírito Santo,ES,Vitória,"0,120",4,2,João,Transparente,Sudeste,Grande,1075,PRODUTO que contem código 1075,14,1,393,Grupo 14,Artigos Esportivos
5476,1548,2,2,23,2020-11-06,2,169,Roraima,RR,Boa Vista,"0,110",2,2,João,Verde,Norte,Médio,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5477,1548,2,2,17,2021-10-31,5,173,Pernambuco,PE,Recife,"0,100",1,5,Igor,Verde,Nordeste,Médio,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5478,1548,10,2,10,2020-02-16,4,43,Maranhão,MA,São Luís,"0,090",1,4,Patricia,Transparente,Nordeste,Médio,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5479,1548,10,3,12,2020-11-10,1,96,Mato Grosso do Sul,MS,Campo Grande,"0,180",3,1,Marcelo,Transparente,Centro Oeste,Grande,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5480,1548,1,4,27,2020-09-10,2,143,Tocantins,TO,Palmas,"0,150",2,2,João,Azul,Norte,Extra Grande,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5481,1548,4,4,17,2021-10-16,5,30,Pernambuco,PE,Recife,"0,100",1,5,Igor,Vermelho,Nordeste,Extra Grande,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5482,1548,1,4,20,2020-06-20,3,106,Rio Grande do Norte,RN,Natal,"0,110",1,3,Carla,Azul,Nordeste,Extra Grande,1548,PRODUTO que contem código 1548,14,1,465,Grupo 14,Artigos Esportivos
5483,1314,5,2,14,2022-07-23,4,111,Pará,PA,Belém,"0,100",2,4,Patricia,Preto,Norte,Médio,1314,PRODUTO que contem código 1314,14,1,785,Grupo 14,Artigos Esportivos
5484,1314,1,2,20,2022-03-22,3,151,Rio Grande do Norte,RN,Natal,"0,110",1,3,Carla,Azul,Nordeste,Médio,1314,PRODUTO que contem código 1314,14,1,785,Grupo 14,Artigos Esportivos
5485,1314,7,3,1,2019-11-28,4,114,Acre,AC,Rio Branco,"0,120",2,4,Patricia,Cinza,Norte,Grande,1314,PRODUTO que contem código 1314,14,1,785,Grupo 14,Artigos Esportivos
5486,1314,7,3,25,2022-01-17,3,57,São Paulo,SP,São Paulo,"0,130",4,3,Carla,Cinza,Sudeste,Grande,1314,PRODUTO que contem código 1314,14,1,785,Grupo 14,Artigos Esportivos
5487,1314,1,4,24,2020-06-18,5,178,Santa Catarina,SC,Florianópolis,"0,130",5,5,Igor,Azul,Sul,Extra Grande,1314,PRODUTO que contem código 1314,14,1,785,Grupo 14,Artigos Esportivos
5488,1059,6,2,15,2020-09-02,5,182,Paraíba,PB,João Pessoa,"0,090",1,5,Igor,Branco,Nordeste,Médio,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5489,1059,10,3,3,2020-12-21,3,24,Amapá,AP,Macapá,"0,130",2,3,Carla,Transparente,Norte,Grande,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5490,1059,1,3,4,2021-04-29,4,18,Amazonas,AM,Manaus,"0,080",2,4,Patricia,Azul,Norte,Grande,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5491,1059,8,4,23,2022-01-24,4,117,Roraima,RR,Boa Vista,"0,110",2,4,Patricia,Marron,Norte,Extra Grande,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5492,1059,2,4,26,2022-02-09,2,166,Sergipe,SE,Aracaju,"0,180",1,2,João,Verde,Nordeste,Extra Grande,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5493,1059,6,4,21,2020-05-07,1,167,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,1,Marcelo,Branco,Sul,Extra Grande,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5494,1059,4,4,19,2021-12-07,1,80,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,1,Marcelo,Vermelho,Sudeste,Extra Grande,1059,PRODUTO que contem código 1059,14,1,429,Grupo 14,Artigos Esportivos
5495,526,4,2,21,2022-03-11,3,162,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,3,Carla,Vermelho,Sul,Médio,526,PRODUTO que contem código 526,14,1,801,Grupo 14,Artigos Esportivos
5496,526,8,3,22,2020-05-23,1,48,Rondônia,RO,Porto Velho,"0,130",2,1,Marcelo,Marron,Norte,Grande,526,PRODUTO que contem código 526,14,1,801,Grupo 14,Artigos Esportivos
5497,526,8,3,2,2022-03-30,4,148,Alagoas,AL,Maceió,"0,090",1,4,Patricia,Marron,Nordeste,Grande,526,PRODUTO que contem código 526,14,1,801,Grupo 14,Artigos Esportivos
5498,526,10,4,2,2020-04-25,5,137,Alagoas,AL,Maceió,"0,090",1,5,Igor,Transparente,Nordeste,Extra Grande,526,PRODUTO que contem código 526,14,1,801,Grupo 14,Artigos Esportivos
5499,250,2,1,23,2022-07-23,2,148,Roraima,RR,Boa Vista,"0,110",2,2,João,Verde,Norte,Pequeno,250,PRODUTO que contem código 250,6,1,388,Grupo 6,Artigos Esportivos
5500,250,9,4,3,2020-02-18,2,98,Amapá,AP,Macapá,"0,130",2,2,João,Laranja,Norte,Extra Grande,250,PRODUTO que contem código 250,6,1,388,Grupo 6,Artigos Esportivos
5501,250,1,4,1,2020-09-20,2,112,Acre,AC,Rio Branco,"0,120",2,2,João,Azul,Norte,Extra Grande,250,PRODUTO que contem código 250,6,1,388,Grupo 6,Artigos Esportivos
5502,250,9,4,2,2022-07-20,1,8,Alagoas,AL,Maceió,"0,090",1,1,Marcelo,Laranja,Nordeste,Extra Grande,250,PRODUTO que contem código 250,6,1,388,Grupo 6,Artigos Esportivos
5503,1082,2,1,14,2020-08-19,1,13,Pará,PA,Belém,"0,100",2,1,Marcelo,Verde,Norte,Pequeno,1082,PRODUTO que contem código 1082,6,1,561,Grupo 6,Artigos Esportivos
5504,1082,8,2,14,2020-01-08,4,35,Pará,PA,Belém,"0,100",2,4,Patricia,Marron,Norte,Médio,1082,PRODUTO que contem código 1082,6,1,561,Grupo 6,Artigos Esportivos
5505,1082,8,2,3,2022-01-02,3,135,Amapá,AP,Macapá,"0,130",2,3,Carla,Marron,Norte,Médio,1082,PRODUTO que contem código 1082,6,1,561,Grupo 6,Artigos Esportivos
5506,1082,2,2,13,2021-03-23,2,172,Minas Gerais,MG,Belo Horizonte,"0,120",4,2,João,Verde,Sudeste,Médio,1082,PRODUTO que contem código 1082,6,1,561,Grupo 6,Artigos Esportivos
5507,2246,9,1,3,2020-07-09,3,154,Amapá,AP,Macapá,"0,130",2,3,Carla,Laranja,Norte,Pequeno,2246,PRODUTO que contem código 2246,6,1,289,Grupo 6,Artigos Esportivos
5508,2246,1,1,16,2020-07-03,3,176,Paraná,PR,Curitiba,"0,090",5,3,Carla,Azul,Sul,Pequeno,2246,PRODUTO que contem código 2246,6,1,289,Grupo 6,Artigos Esportivos
5509,2246,9,4,27,2020-07-15,2,91,Tocantins,TO,Palmas,"0,150",2,2,João,Laranja,Norte,Extra Grande,2246,PRODUTO que contem código 2246,6,1,289,Grupo 6,Artigos Esportivos
5510,2246,7,4,21,2021-05-07,2,126,Rio Grande do Sul,RS,Porto Alegre,"0,170",5,2,João,Cinza,Sul,Extra Grande,2246,PRODUTO que contem código 2246,6,1,289,Grupo 6,Artigos Esportivos
5511,2246,6,4,8,2021-09-18,1,183,Espírito Santo,ES,Vitória,"0,120",4,1,Marcelo,Branco,Sudeste,Extra Grande,2246,PRODUTO que contem código 2246,6,1,289,Grupo 6,Artigos Esportivos
5512,928,4,1,6,2021-06-21,2,157,Ceará,CE,Fortaleza,"0,130",1,2,João,Vermelho,Nordeste,Pequeno,928,PRODUTO que contem código 928,6,1,753,Grupo 6,Artigos Esportivos
5513,928,7,1,19,2019-01-07,3,8,Rio de Janeiro,RJ,Rio de Janeiro,"0,140",4,3,Carla,Cinza,Sudeste,Pequeno,928,PRODUTO que contem código 928,6,1,753,Grupo 6,Artigos Esportivos
5514,928,6,4,15,2021-12-12,1,89,Paraíba,PB,João Pessoa,"0,090",1,1,Marcelo,Branco,Nordeste,Extra Grande,928,PRODUTO que contem código 928,6,1,753,Grupo 6,Artigos Esportivos
5515,1115,4,1,17,2020-09-01,3,163,Pernambuco,PE,Recife,"0,100",1,3,Carla,Vermelho,Nordeste,Pequeno,1115,PRODUTO que contem código 1115,6,1,181,Grupo 6,Artigos Esportivos
5516,1115,1,1,7,2022-04-08,4,83,Distrito Federal,DF,Brasília,"0,120",3,4,Patricia,Azul,Centro Oeste,Pequeno,1115,PRODUTO que contem código 1115,6,1,181,Grupo 6,Artigos Esportivos
5517,1115,10,2,6,2022-08-16,3,102,Ceará,CE,Fortaleza,"0,130",1,3,Carla,Transparente,Nordeste,Médio,1115,PRODUTO que contem código 1115,6,1,181,Grupo 6,Artigos Esportivos
5518,1115,9,2,18,2021-02-07,1,15,Piauí,PI,Teresina,"0,160",1,1,Marcelo,Laranja,Nordeste,Médio,1115,PRODUTO que contem código 1115,6,1,181,Grupo 6,Artigos Esportivos
5519,1115,5,3,1,2022-02-20,3,114,Acre,AC,Rio Branco,"0,120",2,3,Carla,Preto,Norte,Grande,1115,PRODUTO que contem código 1115,6,1,181,Grupo 6,Artigos Esportivos
5520,1115,5,4,11,2022-02-23,1,185,Mato Grosso,MT,Cuiabá,"0,170",3,1,Marcelo,Preto,Centro Oeste,Extra Grande,1115,PRODUTO que contem código 1115,6,1,181,Grupo 6,Artigos Esportivos
5521,1060,4,1,6,2022-04-07,5,133,Ceará,CE,Fortaleza,"0,130",1,5,Igor,Vermelho,Nordeste,Pequeno,1060,PRODUTO que contem código 1060,6,1,653,Grupo 6,Artigos Esportivos
5522,1060,2,1,15,2020-11-03,1,99,Paraíba,PB,João Pessoa,"0,090",1,1,Marcelo,Verde,Nordeste,Pequeno,1060,PRODUTO que contem código 1060,6,1,653,Grupo 6,Artigos Esportivos
5523,1060,2,2,1,2022-06-14,4,60,Acre,AC,Rio Branco,"0,120",2,4,Patricia,Verde,Norte,Médio,1060,PRODUTO que contem código 1060,6,1,653,Grupo 6,Artigos Esportivos
5524,1060,5,2,4,2021-09-23,5,59,Amazonas,AM,Manaus,"0,080",2,5,Igor,Preto,Norte,Médio,1060,PRODUTO que contem código 1060,6,1,653,Grupo 6,Artigos Esportivos
5525,1060,7,2,17,2019-07-01,3,39,Pernambuco,PE,Recife,"0,100",1,3,Carla,Cinza,Nordeste,Médio,1060,PRODUTO que contem código 1060,6,1,653,Grupo 6,Artigos Esportivos
